id	instruments	genres	place	coordinates	is-danced	youtube-id	start-ts	end-ts
klossa-ta-poulia	Voice|Violin|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	3003	3212
klostro	Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	5z-ZGft2zCI	3431	3511
kofto-sygkathistos	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	3576	3641
kolovos-karapataki	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian|Vlachic	Macedonia	40.910884328073564|23.22153108200181	1	gMz1OBS9FlQ	3743	3957
koniali-3	Voice|Violin|Santouri|Percussion|Oud|Kanonaki	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	5fJXkyrSxo4	6223	6327
kontoula-vlacha	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus	39.66608483034404|20.826263473906028	1	8gH9iexkXME	6242	6380
kontozygono-se-chorio	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	2237	2425
kontrabatzis-tha-gino	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	jpktBKou-_E	3967	4159
kontylies	Voice|Percussion|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete|East-Crete	35.116887239871645|25.91051495301359	0	XpfvGga-5tU	5962	6201
kontylies-bouchloubou	Voice|Violin|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	2198	2414
kontylies-do	Violin|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	43	200
kontylies-fa	Voice|Violin|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	551	794
kontylies-me-bouzouki	Voice|Percussion|Ney|Guitar|Bouzouki	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	XpfvGga-5tU	4361	4599
kontylies-me-mantolino	Voice|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	1821	2109
kontylies-tis-kantadas	Voice|Violin|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	966	1182
kontylies-tou-kapsilidi	Voice|Violin|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete	35.19124573828352|25.024171535651924	0	e206O9UMfN0	1559	1780
korasion-etragoudise	Voice	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	gMz1OBS9FlQ	100	154
kori-eleni	Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	U6oWHEVNvfY	831	864
koritsia-pou-eida-simera	Voice	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	1911	2081
koritsia-ti-agnantevete	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	1	o4XzhbCL0QM	6160	6358
kortsopon	Voice|Guitar	Traditional|Arrangement	None	None	0	2_xwDiunBrs	1834	2029
kosta-tasi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	4165	4304
kotsari-2	Zournas|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	5542	5723
kou-kousitsa-i-plexouda	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	4525	4612
kourabas	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	5z-ZGft2zCI	2200	2258
kous-es-skounti-ntardene	Voice|Violin|Percussion|Laouto	Traditional|Nisiotiko|Euboean|Arvanitic	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	5776	5890
krasopino	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	GgGRYZMKezE	3976	4141
kritikia-mou-lemonia	Voice|Violin|Santouri|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	3980	4112
kryfa-to-lene-ta-poulia	Voice|Tambouras	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	cYE9_TXCmHs	3	288
kynigos-kai-kalogria	Voice	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	_mUIVNdIJFU	2120	2257
kyr-areti	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	1089	1323
kyra-anagnostaina	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	qrOwc1mLFUk	1084	1268
kyratzidiko	Violin|Percussion|Laouto|Klarino	Traditional	None	None	0	8gH9iexkXME	2143	2294
kyratzidiko-2	Voice|Violin|Laouto|Floghera	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	UaYoyQPZEuo	970	1114
kyriaki-garyfallia-mou	Voice|Violin|Santouri|Percussion|Laouto|Floghera	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	U6oWHEVNvfY	2206	2364
kyriarino-merme-moua	Voice|Violin|Percussion|Laouto	Traditional|Nisiotiko|Euboean|Arvanitic	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	5717	5776
la-rosa-enflorence	Voice|Violin|Tuba|Percussion|Guitar|Flute|Bassoon	Traditional|Arrangement	None	None	0	2_xwDiunBrs	3552	3792
la-strina	Voice|Percussion|Guitar|Bass|Accordion	Traditional|Southern-Italian	Southern-Italy	37.4956965444923|14.488217381442661	0	fooYiNew79E	4080	4236
labada-mou-grammeni	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Konitsa	40.05962666536191|20.733372899966845	1	UaYoyQPZEuo	2287	2474
labadoules	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	GIOAt5GHt3I	4415	4588
laboun-ta-chionia-sta-vouna	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	6bLFhgwoKsY	6124	6322
lagiarni	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	TpK-XXFl51o	3152	3462
lala-to-aidoni-m	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	GIOAt5GHt3I	4309	4415
lalei-o-koukos-to-vradio	Voice|Violin|Laouto|Floghera	Traditional|Epirotic|Polyphonic	Epirus|Deropolis	39.957412525980494|20.265997047721275	0	UaYoyQPZEuo	42	395
laloun-t-aidonia-eptanisiaki-kantada	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	3209	3462
lathraia-fortomenoi	Voice|Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	jpktBKou-_E	5265	5478
leli-m-giar	Voice|Violin|Percussion|Oud	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	2100	2236
lemona	Voice|Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	864	1096
lerikos	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Leros	37.14755671861759|26.843283690546272	1	CPLOoAZonTI	4872	5036
letsina-2	Tsampouna|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	3946	4053
letsina-3	Tsampouna|Percussion	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	6007	6113
levantinikos-syrtos-zakynthou	Violin|Percussion|Mandolin|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea|Zakynthos	37.772294002104616|20.76145558128207	1	fooYiNew79E	3876	3999
leventis-eisai-matia-mou-sygkathistos	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek|Sarakatsani	Central-Greece	38.87601135662379|22.319114372276747	1	gMz1OBS9FlQ	3964	4345
lianochortaroudia	Voice|Percussion|Klarino|Guitar|Bass|Accordion	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	fooYiNew79E	5646	5788
liaskos	Percussion|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	tbbAWeVEHFQ	3647	3978
liaskoviki	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	ifRo_Z05kuQ	2296	2490
liga-louloudia	Voice|Violin|Piano|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	806	965
lingeri	Voice|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Kos	36.85248114414557|27.228892044478616	0	CJ7m2WduEh8	107	185
liosane-ta-chionia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	KzKkszPd-eM	3584	3841
lipothymiariko	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Syrrako	39.59709819947839|21.123307489736774	1	niplI7Bv-30	5791	5934
livadia	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	3074	3146
livadiotiko	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	1	dIqJ-N3_Tso	2842	3073
livaditopoula	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Nisiotiko|Euboean	Euboea	38.50843106661583|24.003613925733106	1	ozHAP8gMIY8	3358	3578
livanaetiko-kagkeli	Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	6217	6489
logia-antallaxame	Voice|Piano|Guitar|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	4040	4294
longa-skarveli	Voice|Percussion|Oud|Ney|Lyra|Kanonaki|Bass	Rebetiko|Arrangement	None	None	0	Dd0IreIlLJE	917	1090
loukas	Voice	Traditional|Macedonian	Macedonia	40.910884328073564|23.22153108200181	0	gMz1OBS9FlQ	175	207
lousakianos-syrtos	Voice|Tambouras|Percussion|Ney|Guitar	Traditional|Nisiotiko|Cretan	Crete|West-Crete	35.37370218378025|23.868071426508525	0	XpfvGga-5tU	5165	5426
lygaria-naxou	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Naxos	37.05683517815581|25.50612611053723	0	jpktBKou-_E	812	830
m-agapas-garoufalia-mou	Voice|Violin|Santouri|Percussion|Oud|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	mp1pK6b1Oho	2843	2996
ma-ts-nts-fats-mor-moumanii-ti-mou-kaneis-mor-mana-m	Voice	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	0	wFOvhBpFM1o	340	406
mabo-brazileiro	Voice|Piano|Guitar|Bass|Accordion	Newer	None	None	0	zkoqg3VRVLA	1216	1363
magia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic|Polyphonic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	UaYoyQPZEuo	3149	3323
magia-mou-cheis-kamomena	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	ifRo_Z05kuQ	2716	2795
magissa-otan-se-filo	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	2383	2573
magkes-mou-symmorfotheite	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	5047	5286
makboule	Voice|Piano|Guitar|Bass|Accordion	Laiko	None	None	0	tzCMruLs9bM	5000	5135
makria-esy	Voice	Urban-folk|Mikrasiatiko	Asia-minor	38.5231944247523|26.521702731335296	0	-YUXPO1BSRw	5815	5935
makryn-kaite	Voice|Lyra|Laouto	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	0	VmaUraZpvI8	49	229
malamo	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	vJ4F64WkQA0	3664	3902
maleviziotis-2	Percussion|Ney|Mandolin|Guitar	Traditional|Nisiotiko|Cretan	Crete|East-Crete	35.116887239871645|25.91051495301359	0	XpfvGga-5tU	6410	6562
mana-m-sto-perivoli-mas	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	qrOwc1mLFUk	3067	3250
mana-mou-ellas	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	cKXi8_5_Rd4	1098	1532
manes-chitzaz	Voice|Oud|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	0	J-PqcxTXtp4	1799	2050
manes-fa-mantzore	Voice|Violin|Guitar|Cimbalom|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	TpK-XXFl51o	4834	5037
manes-tis-kalinychtias	Voice|Mandolin|Guitar|Bass|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	VrnG_gxNwH8	2288	2511
mantalenia	Voice	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	-YUXPO1BSRw	2951	3150
mantalio-kai-mantalena	Voice|Violin|Santouri|Percussion|Oud|Kanonaki	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	5fJXkyrSxo4	4765	4980
marathikan-ta-dentra-dimo	Voice|Violin|Santouri|Percussion|Laouto|Floghera	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	cYE9_TXCmHs	2508	2740
marathokabitikos	Violin|Trumpet|Santouri|Laouto|Klarino	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	728	921
margiola	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Pogoni	39.957398151152326|20.502372173521454	1	ifRo_Z05kuQ	3942	4115
margioliko	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	0	GIOAt5GHt3I	1996	2192
mariola	Voice	Traditional|Epirotic|Polyphonic	Epirus|Pogoni	39.957398151152326|20.502372173521454	0	KzKkszPd-eM	5310	5531
maritsa-vasilis-tsitsanis	Voice|Piano|Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	L3fe3KGksU8	43	252
marmarokolona-karpathos	Voice|Tsampouna|Santouri|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Karpathos	35.54990626918364|27.175670139622905	0	U6oWHEVNvfY	3668	3801
marou	Tsampouna|Percussion	Traditional|Nisiotiko|Aegean	Aegean-sea|Chios	38.42426026626016|26.058525334235867	1	_mUIVNdIJFU	4807	4989
marousa	Voice|Tsampouna|Percussion|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Kea	37.62129704977236|24.33272421352251	1	5z-ZGft2zCI	4343	4589
marousiana	Voice|Violin|Percussion|Laouto|Klarino|Floghera	Traditional|Thessalic	Thessaly|Trikala	39.59602373089152|21.81491920433807	1	FXS9jCtkFLk	4802	4935
mars-tis-nyfis-emvatirio-smyrnis	Santouri|Guitar|Bouzouki|Accordion	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	YsKwj2MazAI	17	237
mas-chorisan-oi-thalasses	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	ysRZQuuew_A	2190	2361
mas-ftanei-mono	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	5372	5593
matakia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	1	8gH9iexkXME	4796	4996
mavrideroula	Voice|Violin|Santouri|Laouto|Klarino|Guitar	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	5z-ZGft2zCI	798	948
mazemenos-2	Violin|Santouri|Laouto	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	jpktBKou-_E	2304	2451
mazemenos-3	Voice|Violin|Santouri|Percussion|Ney|Lyra|Laouto|Kanonaki	Traditional|Nisiotiko|Aegean	Aegean-sea|Lesbos	39.23867882632123|26.256429816602346	1	Aws0Y3aLaIs	971	1064
mazi-sou-xemyalistika	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	5242	5463
me-gerase-i-xenitia	Voice|Guitar|Bouzouki|Bass|Baglamas|Accordion	Rebetiko	None	None	0	ysRZQuuew_A	1089	1281
me-maranan-oi-omorfes	Voice|Violin|Percussion|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	guoEekslQ2M	4930	5146
me-ti-varka-mou-ti-gyala	Voice|Violin|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	0	V-8YVU5FnTo	5679	5872
me-to-tragoudi-me-to-krasi	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	GgGRYZMKezE	5660	5851
me-zournades-me-ntaoulia	Voice|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	GgGRYZMKezE	3392	3613
memetis	Voice|Violin|Santouri|Laouto	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	jpktBKou-_E	5589	5736
mena-i-mana-mou	Voice|Violin|Percussion|Laouto|Klarino|Guitar	Traditional|Thessalic	Thessaly	39.57905217840133|22.421756857721853	1	GIOAt5GHt3I	3640	3719
menexedes-kai-zouboulia	Violin|Santouri|Percussion|Oud|Laouto|Klarino|Kanonaki|Guitar|Accordion	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	0	J-PqcxTXtp4	6334	6570
mes-eouti-ti-geitonia	Voice|Violin|Percussion|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea|Naxos	37.05683517815581|25.50612611053723	0	V-8YVU5FnTo	2362	2546
mes-sto-krasi-mou-xechno	Voice|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	GgGRYZMKezE	5402	5634
mes-ta-varia-mesanychta	Voice|Violin|Santouri|Guitar|Cimbalom|Bass|Accordion	Laiko	None	None	0	e5WVqHyTui4	5300	5533
mes-ti-chasapiki-agora	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Rebetiko	None	None	0	tzCMruLs9bM	3561	3730
mes-tin-agia-paraskevi	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	4684	4889
mes-tou-aigaiou-ta-nera	Voice|Violin|Santouri|Laouto|Bass	Traditional|Nisiotiko|Aegean	Aegean-sea	38.5853888564289|25.564763646019834	1	q9e6UQh6d0c	1601	1883
mesa-stin-poli-vriskomai	Voice|Violin|Santouri|Percussion|Oud|Kanonaki	Traditional|Mikrasiatiko|Politiko	Asia-minor|Poli	41.01536713612946|29.015778607989805	1	5fJXkyrSxo4	3349	3547
mesanychta-vatheia	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	1	zkoqg3VRVLA	4518	4710
mesaritikos-kithyron	Voice|Percussion|Ney|Lyra|Laouto|Kanonaki|Bass	Traditional|Nisiotiko	Kythira	36.246526313827914|22.986454585687405	0	Dd0IreIlLJE	5404	5598
messaritikos-2	Voice|Violin|Percussion|Laouto|Bass	Traditional|Nisiotiko	Kythira	36.246526313827914|22.986454585687405	1	V-8YVU5FnTo	3061	3318
metsovitika-gyrismata	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	UaYoyQPZEuo	4972	5100
metsovitika-gyrismata-2	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	0	qrOwc1mLFUk	2508	2559
mi-me-stelneis-mana-stin-ameriki	Voice|Santouri|Guitar|Bouzouki|Accordion	Rebetiko	None	None	0	YsKwj2MazAI	2131	2345
mi-me-stelneis-mana-stin-ameriki-2	Voice|Guitar|Accordion	Rebetiko	None	None	0	ysRZQuuew_A	565	699
mia-fora-imouna-pouli	Voice|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	0	6bLFhgwoKsY	5389	5578
mia-gria-babogria	Voice|Tsampouna	Traditional|Nisiotiko|Aegean	Aegean-sea|Samos	37.740408557878254|26.8494581451878	1	Uijl65qxrrg	3870	3976
mia-gynaika-mes-sti-stani	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	521	588
mia-kori-tapefasise	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Traditional|Peloponnesian	Peloponnese	37.200485993306756|22.362045452582027	1	cYE9_TXCmHs	3087	3285
mia-nychta-sto-kastrino-akrogiali	Piano|Lyra	Traditional|Nisiotiko|Cretan	Crete|East-Crete	35.116887239871645|25.91051495301359	0	lBs4PyiRsIY	1014	1167
mia-paschalia-kai-mia-labri	Voice|Violin|Percussion|Oud|Laouto|Klarino	Traditional|Thracian	Thrace	40.99020017616846|26.004757197151037	1	5z-ZGft2zCI	3251	3353
mia-poulia-mes-ston-ourano	Voice	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	710	843
mia-smyrnia-sto-parathyri	Voice|Violin|Laouto	Traditional|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	0	CJ7m2WduEh8	1807	2019
mia-varkoula-th-armatoso	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	4062	4324
mian-monon-potho-astiki-kantada	Voice|Violin|Mandolin|Laouto|Guitar	Traditional|Nisiotiko|Ionian	Ionian-sea	38.43167066526269|20.675489887943545	0	Aws0Y3aLaIs	4561	4714
mikri-choriatopoula	Voice|Violin|Piano|Guitar|Bass|Accordion	Urban-folk|Urban-light	None	None	0	Desg3iWdxGU	3907	4058
milia-kai-gyrismata-sygkathista	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	1695	1970
militsa-trapezountas	Percussion|Lyra|Laouto	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	VmaUraZpvI8	5753	5888
milon-kokkinon	Voice|Percussion|Lyra	Traditional|Pontian	Pontus	40.98830222241354|39.727075504282254	1	i6kJdvFwCoA	2378	2540
min-orkizesai-vre-pseftra	Voice|Violin|Santouri|Percussion|Laouto|Klarino	Urban-folk|Mikrasiatiko	Asia-minor|Smyrni	38.40759370339183|27.149200099431013	1	U6oWHEVNvfY	5805	6055
min-ta-argioplekeis-rina-m-ta-mallia	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Central-Greek	Central-Greece	38.87601135662379|22.319114372276747	1	00SbCAkyXhQ	3506	3738
misemos	Voice|Violin|Santouri|Laouto|Guitar	Traditional|Nisiotiko|Aegean	Aegean-sea|Naxos	37.05683517815581|25.50612611053723	1	CPLOoAZonTI	2912	3071
mitraina	Voice	Traditional|Peloponnesian	Peloponnese|Arcadia	37.521613336357674|22.372682419794433	0	o4XzhbCL0QM	3695	3840
mo-ta-masaira	Violin|Santouri|Percussion|Oud|Kanonaki	Traditional|Mikrasiatiko	Asia-minor|Cappadocia	38.33834045423469|35.10715710326277	1	5fJXkyrSxo4	5996	6098
moiazeis-ki-esy-sa-thalassa	Voice|Piano|Guitar|Bouzouki|Bass|Accordion	Laiko	None	None	0	zkoqg3VRVLA	5516	5733
moiroloi-3	Violin|Tambouras|Percussion|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	vzCauXf6VhE	1443	1655
moiroloi-4	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	ifRo_Z05kuQ	1900	2116
moiroloi-6	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	qrOwc1mLFUk	3	344
moiroloi-7	Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	KzKkszPd-eM	10	162
moiroloi-8	Violin|Laouto	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	EoJoqvZukgw	4544	4664
mor-armna-mor-mousiata-mor-vlacha-emorfi	Voice	Traditional|Epirotic|Vlachic	Epirus|Metsovo	39.77279687831799|21.180210833893486	1	wFOvhBpFM1o	609	705
mou-fainetai	Voice|Violin|Santouri|Percussion|Laouto|Guitar	Rebetiko	None	None	0	0cj8BNcAhg4	5596	5809
mou-fainetai-2	Voice|Santouri|Guitar|Bouzouki|Accordion	Rebetiko	None	None	0	YsKwj2MazAI	593	811
mou-paringeile-to-aidoni	Voice|Guitar	Traditional|Arrangement	None	None	0	2_xwDiunBrs	1438	1671
mouriki	Trumpet|Trombone|Percussion|Klarino|Accordion	Traditional|Macedonian	Macedonia|Kozani	40.30224449405656|21.79364300779031	1	dIqJ-N3_Tso	5152	5313
na-cha-krasaki-na-pina	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Macedonian|Vlachic	Macedonia|Grevena	40.08538883719564|21.41961215567693	1	gMz1OBS9FlQ	4901	5103
na-giati-trigyrno	Voice|Guitar|Bouzouki|Baglamas|Accordion	Rebetiko	None	None	0	YEPmaDr_UMA	1223	1435
na-souna-edo-apopse	Voice|Tambouras|Percussion|Ney|Guitar	Newer	None	None	0	XpfvGga-5tU	1569	1713
na-tan-o-mais-fthinoporo	Voice	Traditional|Peloponnesian	Peloponnese|Kalavryta	38.02253753321499|22.117596423290088	0	6bLFhgwoKsY	2174	2285
nacha-ti-chari-sou-aite	Voice|Violin|Percussion|Laouto|Klarino	Traditional|Epirotic	Epirus	39.66608483034404|20.826263473906028	0	qrOwc1mLFUk	3250	3396
